Image_path,image_name,Captions,Label_Sentiment,label
../dataset/Dataset\Memes\KAM (168).png,KAM (168).png,কস কি মমিন আমি তো শুধু ইট আর বালু ট্রাক পাঠাইসি বালের ট্রাক আবার কে পাঠাইল,1,1
../dataset/Dataset\Memes\ovodro_img (359).jpg,ovodro_img (359).jpg,jhonny sins এর পর দ্বিতীয় ট্যালেন্টেড ব্যাক্তি আমাদের টলিউড ফ্লিম ইন্ডাষ্ট্রিতে রয়েছে বন্দুকবাজ নাচুনি ভাবুক হৃষ্টপুষ্ট প্রেমিক তীক্ষ্ণ বুদ্ধিসম্পন্ন আবেগপ্রবণ লড়াকু বহুরুপী,1,1
../dataset/Dataset\Memes\bamboo-vaiya (425).jpg,bamboo-vaiya (425).jpg,খেলার সময় ধন ও বলের মুখোমুখি সংঘর্ষ বিদ্যমান লে দর্শকমন্ডলিঃ,1,1
../dataset/Dataset\Memes\KAM (542).jpg,KAM (542).jpg,তুই শেষমেশ এতো খাটো একটা মেয়েকে বিয়ে করলি কেন আরে বিপদ যত ছোট হয় ততই তো ভালো,0,0
../dataset/Dataset\Memes\Bangla Thug Life (345).jpg,Bangla Thug Life (345).jpg,মামা ঝাল বেশি দিয়েন কিন্তু দুই মিনিট পর,1,1
../dataset/Dataset\Memes\KAM (574).jpg,KAM (574).jpg,ঐ জলিল আমার জন্য একটা আয়না নিয়া আয় যাতে আমার চেহারা দেখতে পারি এমন কোনো আয়না তো পাইতেসি না সব গুলাতেই তো আমার চেহারা দেখা যায়,0,0
../dataset/Dataset\Memes\bamboo-vaiya (230).jpg,bamboo-vaiya (230).jpg,30 years old me আম্মু আমি এখন বিয়ে করব না আমার পার্সোনাল স্পেস লাগবে আপাতত biye koranor jonno desperate ammu বিয়া তুই করবি তোর বাপেও করব আমি আব্বু,0,0
../dataset/Dataset\Memes\Halal Memes (137).jpg,Halal Memes (137).jpg,আমিঃ আম্মু অযথা চুলা জালিয়ে রাখছো কেন জানো না অপচয়কারী শয়তানের বোন আম্মুঃ মাওলানা কথা কম,0,0
../dataset/Dataset\Memes\KAM (125).jpg,KAM (125).jpg,সাকিবের শ্বশুরবাড়ি নারায়ণগঞ্জ শোনার পর মেয়েদের প্রতিক্রিয়া বলসিলাম না শিশিরকে বিয়ে করো না এখন ঠেলা বুঝো,0,0
../dataset/Dataset\Memes\ovodro_img (672).jpg,ovodro_img (672).jpg,যখন অংক করতে করতে হঠাত একটা অংক আটকে যায় আর উত্তর তুমি কিছুতেই মিলাতে পারো না Oh my God it is so hard,1,1
../dataset/Dataset\Memes\KAM (92).png,KAM (92).png,আড়াই টাকার পারফর্মেন্স হাজার টাকার ফায়দা,0,0
../dataset/Dataset\Memes\ovodro_img (291).jpg,ovodro_img (291).jpg,পুরো দুচে দিয়েছে এক যে ছিল রাজা রাজকাহিনী সৃজিত দা,1,1
../dataset/Dataset\Memes\chosha (110).jpg,chosha (110).jpg,যুদ্ধ শুরু হওয়ার মুহুর্তে যুদ্ধ শেষ হওয়ার পর,1,1
../dataset/Dataset\Memes\Bangla Thug Life (230).jpg,Bangla Thug Life (230).jpg,সাবধানে থেকো মেহেদী আজকে মেয়েরা তোমাকে অনেক লাগাবে,1,1
../dataset/Dataset\Memes\KAM (215).png,KAM (215).png,মেয়েরা দুইটা জিনিসে খুব এক্সপার্ট আগুন লাগাতে আর ভাইয়া বানাতে,1,1
../dataset/Dataset\Memes\KAM (112).png,KAM (112).png,বলো সেমিস্টার সিস্টেমের সুবিধা কি সুবিধা তো জানি না কিন্তু বছরে ২বার বেইজ্জতি ঠিকই হয়,0,0
../dataset/Dataset\Memes\Halal Memes (85).jpg,Halal Memes (85).jpg,নেশা এখন নতুন জীবন ২ সারাজীবন হে প্রভু রমযান মাসে,1,1
../dataset/Dataset\Memes\ovodro_img (7).jpg,ovodro_img (7).jpg,হ্যাঁ দেখেছি Avengers Infinity war দেখেছিস টাইগার সোরফ ফেভারিট সুপারহিরো কে তুই আজকে শেষ,1,1
../dataset/Dataset\Memes\bamboo-vaiya (432).jpg,bamboo-vaiya (432).jpg,২০ টা রিলেশন করে ভালো সেজে থাকা আমার বন্ধু এইদিকে কিছু না করেই প্লেবয় উপাধি পাওয়া আমি,1,1
../dataset/Dataset\Memes\KAM (750).jpg,KAM (750).jpg,পাকিস্তান উৎপাদন করে ফেন্সিডিল মায়ানমার উৎপাদন করে ইয়াবা বাংলাদেশ উৎপাদন করে GPA5,0,0
../dataset/Dataset\Memes\chosha (19).jpg,chosha (19).jpg,জানু আমি কি গাছ নাতো কেনো তাহলে বললে কেনো ১৪ ফ্রেব্রুয়ারী আমাকে লাগাবে,1,1
../dataset/Dataset\Memes\Bangla Thug Life (285).jpg,Bangla Thug Life (285).jpg,যদি বেচে যাও এবারের মতো মনে রেখো সাথে ছিলাম আমরা তোমার gfbf নয়,1,1
../dataset/Dataset\Memes\KAM (403).jpg,KAM (403).jpg,বালুর ট্রাক দিয়া নিরাপত্যা দেয় ভাইবারহোয়াইটস অ্যাপ এ নিরাপত্যা ঝুঁকি মনে হয় যেন বাংলাদেশে সার্কাস চলতেছে,0,0
../dataset/Dataset\Memes\Bangla Thug Life (168).jpg,Bangla Thug Life (168).jpg,রুমডেটে গিয়ে নিব্বিকে শাড়ি খুলতে বলা নিব্বা শাড়ি খুললে কি তোর বাপে পড়িয়ে দিবে কিনা বলে চিল্লাতে থাকা নিব্বি,1,1
../dataset/Dataset\Memes\bamboo-vaiya (56).jpg,bamboo-vaiya (56).jpg,Some Girls Dont Need DSLR Even In 2MP Camera They Look Beautiful But Then Fuck Boys Says এগুলা এডিটিং করা যায় ভাই,1,1
../dataset/Dataset\Memes\tangaila (42).jpg,tangaila (42).jpg,ঘাস ফুলেদের সাথে আমি একাই কথা বলি ঘাস ফুল গুলো সব ছন্নছাড়া,0,0
../dataset/Dataset\Memes\Halal Memes (140).jpg,Halal Memes (140).jpg,আজকেই জীবনের শেষ হাত মারা এটা ভেবে যখন আমি হাত মারতে যাই হাত মারার পরে ছিহ এটা আমি কি করলাম না এ হতে পারে না,1,1
../dataset/Dataset\Memes\Halal Memes (252).jpg,Halal Memes (252).jpg,সিরিয়ালে নায়িকা যখন শ্বাশুড়ির সাথে বিদ্রোহ করে বাঙালি শ্বাশুড়ি কিন্তু যখন নিজের ছেলের বউ কোনো একটা ভুল করে,1,1
../dataset/Dataset\Memes\ovodro_img (568).jpg,ovodro_img (568).jpg,যখন classmate এর সাথে প্রেম করে বুঝতে পারো life এর সবথেকে বড় ভুল টা করে ফেলেছো,2,2
../dataset/Dataset\Memes\bamboo-vaiya (316).jpg,bamboo-vaiya (316).jpg,Chittagong University CUDSE Debating Society,1,1
../dataset/Dataset\Memes\Halal Memes (9).jpg,Halal Memes (9).jpg,আম্মু এক্সট্রা ক্লাস নাকি পহেলা ফাল্গুনের মেলা আমি বন্ধুর বাসায় মিলাদ,2,2
../dataset/Dataset\Memes\Bangla Thug Life (129).jpg,Bangla Thug Life (129).jpg,আবরার ফাহাদ Will you please listen I am not জামায়াত শিবির ছাত্রলীগ HE IS জামায়াত শিবির,1,1
../dataset/Dataset\Memes\KAM (162).png,KAM (162).png,হেইতুমার কি GP আচেGRAMEEN PHONEআরে না GP মানে GAL PREND,0,0
../dataset/Dataset\Memes\bangla-memes (111).jpg,bangla-memes (111).jpg,Press your forehead everytime you say the words অবৈধ সরকার BNP Nibbas,1,1
../dataset/Dataset\Memes\KAM (308).jpg,KAM (308).jpg,প্রেম হচ্ছে এমন বুলেট হৃদপিণ্ড বরাবর লাগলে অমর আর আশে পাশে লাগলে দেবদাস,0,0
../dataset/Dataset\Memes\ovodro_img (454).jpg,ovodro_img (454).jpg,মা মা একটু পাওলি ডাম দাও চেটে চেটে খাবো ধ্যাত ল্যাওড়া,1,1
../dataset/Dataset\Memes\ovodro_img (463).jpg,ovodro_img (463).jpg,দেব দা যে সিনেমাটির জন্য অস্কার পেলেন PANTHERE NOIRE BLACK PANTHER,1,1
../dataset/Dataset\Memes\chosha (100).jpg,chosha (100).jpg,সানগ্লাস হারালাম ফিরে পেলাম রোদ তোর নুনু ঢুকিয়ে হারালাম টাইট গুদ,1,1
../dataset/Dataset\Memes\Bangla Thug Life (23).jpg,Bangla Thug Life (23).jpg,Me স্যার এক নাম্বারের জন্য পাশ করি নাই দেন না স্যার Sir তো আমি কী করবো,2,2
../dataset/Dataset\Memes\KAM (312).jpg,KAM (312).jpg,পরিক্ষার সময় ফেসবুক বন্ধ এতেই সমাধান হবে এতে কি প্রশ্ন ফাঁস বন্ধ করা যাবে নাহ প্রশ্ন ফাঁস হইছে সেটাই কেউ জানবে না,1,1
../dataset/Dataset\Memes\Halal Memes (274).jpg,Halal Memes (274).jpg,অর্ডার ছাড়াই যখন ফুডপান্ডার ডেলিভারি বয় নিচে নামতে বলে চুসে রে,1,1
../dataset/Dataset\Memes\tangaila (112).jpg,tangaila (112).jpg,যখন ঈদে কেউ সেলামী না দেয় তখন আমিঃ,0,0
../dataset/Dataset\Memes\ovodro_img (432).jpg,ovodro_img (432).jpg,আরে ও দাদু বলছি সাপ ফেনা তোলে তো,1,1
../dataset/Dataset\Memes\bangla-gag (101).jpg,bangla-gag (101).jpg,বাংলাদেশী নাপিতরা তাদের যেভাবে চুল কাটতে বলা হয় আর তারা যেভাবে কাটে,0,0
../dataset/Dataset\Memes\Halal Memes (141).jpg,Halal Memes (141).jpg,অভিনয় না ভাই চাপাবাজী করতে বললে বইলেন,1,1
